id;x;y;z;shape;color;size
SEKER;1.19719142411602;28715;0.988855998607;3;FFFF00;28395
SEKER;1.09735646068106;29172;0.984985602632661;3;FFFF00;28734
SEKER;1.20971265632436;29690;0.989558773997979;3;FFFF00;29380
SEKER;1.15363805932189;30724;0.97669574274183;3;FFFF00;30008
SEKER;1.06079801990978;30417;0.990893250484926;3;FFFF00;30140
SEKER;1.17106684898868;30600;0.989509803921569;3;FFFF00;30279
SEKER;1.1467683363521;30970;0.984081369066839;0;FFFF00;30477
SEKER;1.16559053476242;30847;0.989366875222874;3;FFFF00;30519
SEKER;1.16585210832808;31044;0.988435768586522;3;FFFF00;30685
SEKER;1.20083390042444;31120;0.990809768637532;3;FFFF00;30834
SEKER;1.15788461788895;31280;0.988395140664962;3;FFFF00;30917
SEKER;1.1176646215381;31458;0.988333651217496;3;FFFF00;31091
SEKER;1.16045529463451;31423;0.989943671832734;3;FFFF00;31107
SEKER;1.17882679657687;31492;0.989394131843008;3;FFFF00;31158
SEKER;1.13287900923757;31474;0.989959966956853;3;FFFF00;31158
SEKER;1.14158201804926;31520;0.989149746192893;3;FFFF00;31178
SEKER;1.16896365737873;31573;0.988249453647104;3;FFFF00;31202
SEKER;1.16331511166055;31558;0.98875087141137;3;FFFF00;31203
SEKER;1.13285122888287;31593;0.989839521412971;3;FFFF00;31272
SEKER;1.17716139497474;31599;0.991645305231178;3;FFFF00;31335
SEKER;1.207992784203;31604;0.992722440197443;3;FFFF00;31374
SEKER;1.13675574553522;31791;0.991790129281872;3;FFFF00;31530
SEKER;1.17179334543439;32197;0.980619312358294;0;FFFF00;31573
SEKER;1.30886371668537;32045;0.987267904509284;3;FFFF00;31637
SEKER;1.38281559990762;32009;0.989565434721485;3;FFFF00;31675
SEKER;1.09257431636738;32026;0.989258727284082;3;FFFF00;31682
SEKER;1.15184538407356;32093;0.987847817281027;3;FFFF00;31703
SEKER;1.19369085946248;32020;0.991505309181761;3;FFFF00;31748
SEKER;1.20550494726073;32173;0.987411804929599;3;FFFF00;31768
SEKER;1.23805132058551;32052;0.992480968426307;3;FFFF00;31811
SEKER;1.12510682281661;32168;0.98921288236757;3;FFFF00;31821
SEKER;1.22528415358922;32274;0.986025903203817;3;FFFF00;31823
SEKER;1.24647126365413;32238;0.987561263105652;3;FFFF00;31837
SEKER;1.15024065339558;32184;0.99164180959483;3;FFFF00;31915
SEKER;1.12086621526926;32246;0.991502822055449;3;FFFF00;31972
SEKER;1.11175736054902;32258;0.991753983507967;3;FFFF00;31992
SEKER;1.10263280558976;32391;0.987743508999413;3;FFFF00;31994
SEKER;1.11010812718779;32375;0.988880308880309;3;FFFF00;32015
SEKER;1.30546943273243;32349;0.990015147299762;3;FFFF00;32026
SEKER;1.23382022438232;32308;0.991642936733936;3;FFFF00;32038
SEKER;1.14381398535783;32395;0.989164994597932;3;FFFF00;32044
SEKER;1.14059388369566;32301;0.992446054301724;3;FFFF00;32057
SEKER;1.36486421292766;32481;0.987223299775253;3;FFFF00;32066
SEKER;1.23089941828912;32567;0.985936684373753;3;FFFF00;32109
SEKER;1.21122055632202;32393;0.991387028061618;3;FFFF00;32114
SEKER;1.15810337654458;32521;0.989114725869438;3;FFFF00;32167
SEKER;1.1952864218261;32585;0.988583704158355;3;FFFF00;32213
SEKER;1.20797404171517;32566;0.989314008475097;3;FFFF00;32218
SEKER;1.1920408165323;32710;0.985417303576888;3;FFFF00;32233
SEKER;1.1878922525317;32514;0.991911176723873;3;FFFF00;32251
SEKER;1.18534834779013;32612;0.989145099963204;3;FFFF00;32258
SEKER;1.20695379105923;32563;0.990756379940423;3;FFFF00;32262
SEKER;1.15713587026809;32623;0.989455292278454;3;FFFF00;32279
SEKER;1.14652642573999;32615;0.991047064234248;3;FFFF00;32323
SEKER;1.18951205909603;32672;0.989777179236043;3;FFFF00;32338
SEKER;1.18737462035351;32720;0.988844743276284;3;FFFF00;32355
SEKER;1.19058198669352;32806;0.986648783759069;3;FFFF00;32368
SEKER;1.16372552502919;32608;0.99288518155054;3;FFFF00;32376
SEKER;1.16928668413076;32775;0.989565217391304;3;FFFF00;32433
SEKER;1.22597790588819;32767;0.990783410138249;3;FFFF00;32465
SEKER;1.18334984091768;32843;0.98998264470359;3;FFFF00;32514
SEKER;1.18160515381833;32811;0.991070067965012;3;FFFF00;32518
SEKER;1.17667390865256;32842;0.990134583764692;3;FFFF00;32518
SEKER;1.22182330620684;33000;0.985606060606061;3;FFFF00;32525
SEKER;1.24171248606419;32901;0.990182669219781;3;FFFF00;32578
SEKER;1.21360569480895;32851;0.991781072113482;3;FFFF00;32581
SEKER;1.14211594612431;33016;0.987854373637024;3;FFFF00;32615
SEKER;1.32802706092361;32902;0.991489879034709;3;FFFF00;32622
SEKER;1.21534873263491;32994;0.991028671879736;3;FFFF00;32698
SEKER;1.20266425964239;33021;0.990430332212834;3;FFFF00;32705
SEKER;1.11334053272376;33020;0.990702604482132;3;FFFF00;32713
SEKER;1.09996156522395;33066;0.989808262263352;3;FFFF00;32729
SEKER;1.18877184590309;33120;0.989553140096618;3;FFFF00;32774
SEKER;1.15918966647626;33062;0.991319339422902;3;FFFF00;32775
SEKER;1.2134157949388;33091;0.991054969629204;3;FFFF00;32795
SEKER;1.19062131699432;33111;0.990486545256863;3;FFFF00;32796
SEKER;1.15671370871649;33087;0.991295675038535;3;FFFF00;32799
SEKER;1.17246782690817;33154;0.990197261265609;3;FFFF00;32829
SEKER;1.13896225242167;33225;0.98829194883371;3;FFFF00;32836
SEKER;1.26949284064896;33245;0.98808843435103;3;FFFF00;32849
SEKER;1.15965370918134;33198;0.990119886740165;3;FFFF00;32870
SEKER;1.23031957666156;33225;0.989766741911211;3;FFFF00;32885
SEKER;1.14431527242164;33376;0.98633748801534;3;FFFF00;32920
SEKER;1.20737061578331;33252;0.990166005052328;3;FFFF00;32925
SEKER;1.1677564133089;33401;0.986018382683153;3;FFFF00;32934
SEKER;1.04715961201567;33336;0.988330933525318;3;FFFF00;32947
SEKER;1.22168564850674;33524;0.982907767569502;3;FFFF00;32951
SEKER;1.20074237950254;33461;0.985864140342488;3;FFFF00;32988
SEKER;1.18744292723702;33458;0.986490525434874;3;FFFF00;33006
SEKER;1.20376236860728;33374;0.989093306166477;3;FFFF00;33010
SEKER;1.19014452285274;33289;0.991708972934002;3;FFFF00;33013
SEKER;1.19705102168804;33340;0.990371925614877;3;FFFF00;33019
SEKER;1.13756371067137;33423;0.988869939861772;3;FFFF00;33051
SEKER;1.1946352752707;33320;0.992136854741897;3;FFFF00;33058
SEKER;1.16997351898444;33439;0.988725739406083;3;FFFF00;33062
SEKER;1.31648384621328;33333;0.992349923499235;3;FFFF00;33078
SEKER;1.16302235833608;33327;0.992528580430282;3;FFFF00;33078
SEKER;1.11909337695234;33466;0.988734835355286;3;FFFF00;33089
SEKER;1.23671266634887;33352;0.992144399136484;3;FFFF00;33090
SEKER;1.17281218072358;33377;0.992989184168739;3;FFFF00;33143
SEKER;1.17087870773896;33415;0.992338770013467;3;FFFF00;33159
SEKER;1.29755219095184;33542;0.988849800250432;3;FFFF00;33168
SEKER;1.16753494595948;33429;0.992282150228843;3;FFFF00;33171
SEKER;1.27582050492621;33520;0.99027446300716;3;FFFF00;33194
SEKER;1.04942400485417;33611;0.988842938323763;3;FFFF00;33236
SEKER;1.25917669276315;33511;0.992151830742144;3;FFFF00;33248
SEKER;1.11523376306295;33565;0.99064501713094;3;FFFF00;33251
SEKER;1.29928609556673;33857;0.982839590040464;0;FFFF00;33276
SEKER;1.23714849327561;33699;0.988634677586872;3;FFFF00;33316
SEKER;1.19159815801576;33732;0.987756433060595;3;FFFF00;33319
SEKER;1.17966980729031;33701;0.988843061036764;3;FFFF00;33325
SEKER;1.18438749586303;33580;0.992555092316855;3;FFFF00;33330
SEKER;1.14432887776316;33834;0.985192410001773;3;FFFF00;33333
SEKER;1.26976649654463;33639;0.991052052676952;3;FFFF00;33338
SEKER;1.19425354560414;33692;0.989671138549211;3;FFFF00;33344
SEKER;1.16734660463638;33730;0.989682774977765;3;FFFF00;33382
SEKER;1.15341804233204;33752;0.98954136051197;3;FFFF00;33399
SEKER;1.1315224360217;33691;0.991985990323825;3;FFFF00;33421
SEKER;1.17994935649155;33707;0.991574450410894;3;FFFF00;33423
SEKER;1.2228914856467;33789;0.989286454171476;3;FFFF00;33427
SEKER;1.23558667928771;33713;0.991575949930294;3;FFFF00;33429
SEKER;1.13541344368135;33788;0.989434118621996;3;FFFF00;33431
SEKER;1.18693486290899;33708;0.991841699299869;3;FFFF00;33433
SEKER;1.17858689514981;33713;0.992080206448551;3;FFFF00;33446
SEKER;1.19803882439996;33791;0.989819774496168;3;FFFF00;33447
SEKER;1.12638252017085;33765;0.990937361172812;3;FFFF00;33459
SEKER;1.18165202936016;33748;0.991703212042195;3;FFFF00;33468
SEKER;1.21686353961455;33745;0.992680397095866;3;FFFF00;33498
SEKER;1.1211719477437;33793;0.992335690823543;3;FFFF00;33534
SEKER;1.21056601222755;33800;0.992248520710059;3;FFFF00;33538
SEKER;1.16988928783536;33915;0.98891346012089;3;FFFF00;33539
SEKER;1.06916754305355;33832;0.991576022700402;3;FFFF00;33547
SEKER;1.21335202688116;33897;0.990058117237514;3;FFFF00;33560
SEKER;1.17917235539935;33927;0.989654257670882;3;FFFF00;33576
SEKER;1.14905717115807;33868;0.991584976969411;3;FFFF00;33583
SEKER;1.16921840431669;33884;0.991146263723291;3;FFFF00;33584
SEKER;1.07638751766527;34162;0.983753878578538;3;FFFF00;33607
SEKER;1.15892775379369;34012;0.988474656003763;3;FFFF00;33620
SEKER;1.10294139370933;33918;0.991302553216581;3;FFFF00;33623
SEKER;1.1789537712611;34009;0.988885295068952;3;FFFF00;33631
SEKER;1.17715093887946;33919;0.991745039653292;3;FFFF00;33639
SEKER;1.2476090771892;33985;0.992114168015301;3;FFFF00;33717
SEKER;1.24201587090082;34073;0.989962727085962;3;FFFF00;33731
SEKER;1.14038778632005;33988;0.992585618453572;3;FFFF00;33736
SEKER;1.11406263098585;34127;0.990242330119846;3;FFFF00;33794
SEKER;1.23018918373454;34143;0.990217614152242;3;FFFF00;33809
SEKER;1.13043894817777;34079;0.992517386073535;3;FFFF00;33824
SEKER;1.15241534415554;34146;0.990979909799098;3;FFFF00;33838
SEKER;1.18822124801968;34159;0.990807693433648;3;FFFF00;33845
SEKER;1.13838262391261;34239;0.988609480417068;3;FFFF00;33849
SEKER;1.27259640966743;34142;0.991681799543085;3;FFFF00;33858
SEKER;1.17759841158802;34319;0.986625484425537;3;FFFF00;33860
SEKER;1.13407380474173;34167;0.991131793836158;3;FFFF00;33864
SEKER;1.23584543034003;34171;0.991074302771356;3;FFFF00;33866
SEKER;1.20608691031281;34211;0.990207827891614;3;FFFF00;33876
SEKER;1.16224367631479;34251;0.990628010860997;3;FFFF00;33930
SEKER;1.23800346189841;34246;0.991239852829528;3;FFFF00;33946
SEKER;1.27380803546196;34280;0.990256709451575;3;FFFF00;33946
SEKER;1.31124065075601;34379;0.987841414817185;3;FFFF00;33961
SEKER;1.25509984868192;34279;0.990723183290061;3;FFFF00;33961
SEKER;1.14166931142069;34260;0.991506129597198;3;FFFF00;33969
SEKER;1.25319359033404;34349;0.989024425747474;3;FFFF00;33972
SEKER;1.11496263863447;34299;0.991078457097875;3;FFFF00;33993
SEKER;1.14772791512394;34285;0.991570657722036;3;FFFF00;33996
SEKER;1.21089896378941;34277;0.992035475683403;3;FFFF00;34004
SEKER;1.23608548698099;34334;0.99105842604998;3;FFFF00;34027
SEKER;1.18741798659329;34369;0.990311036108121;3;FFFF00;34036
SEKER;1.19383282354396;34502;0.986928294011941;3;FFFF00;34051
SEKER;1.2443618601061;34362;0.991007508294046;3;FFFF00;34053
SEKER;1.11964603224585;34367;0.991067011959147;3;FFFF00;34060
SEKER;1.22419118020091;34364;0.991793737632406;3;FFFF00;34082
SEKER;1.19395701259959;34502;0.988261550055069;3;FFFF00;34097
SEKER;1.21068820686425;34421;0.99079050579588;3;FFFF00;34104
SEKER;1.12585586640495;34492;0.989011944798794;3;FFFF00;34113
SEKER;1.27472590819893;34392;0.992381949290533;3;FFFF00;34130
SEKER;1.15754975320531;34473;0.990079192411452;3;FFFF00;34131
SEKER;1.23122202683849;34580;0.987593984962406;3;FFFF00;34151
SEKER;1.17836629005618;34389;0.993079182296665;3;FFFF00;34151
SEKER;1.16254526958138;34576;0.98851804720037;3;FFFF00;34179
SEKER;1.15172279981997;34445;0.9926259253883;3;FFFF00;34191
SEKER;1.19129602366507;34515;0.991076343618717;3;FFFF00;34207
SEKER;1.18043581917931;34421;0.993782865111415;3;FFFF00;34207
SEKER;1.24724078167596;34577;0.989675217630217;3;FFFF00;34220
SEKER;1.14372121603303;34576;0.989761684405368;3;FFFF00;34222
SEKER;1.23951047475474;34510;0.99214720370907;3;FFFF00;34239
SEKER;1.2101011596842;34732;0.986007140389266;3;FFFF00;34246
SEKER;1.19144081410912;34556;0.991231624030559;3;FFFF00;34253
SEKER;1.14897534376517;34575;0.990715835140998;3;FFFF00;34254
SEKER;1.18594491391252;34623;0.989486757357826;3;FFFF00;34259
SEKER;1.20559403861616;34738;0.986700443318556;3;FFFF00;34276
SEKER;1.21639745342423;34619;0.990525434010226;3;FFFF00;34291
SEKER;1.11524320828963;34600;0.991705202312139;3;FFFF00;34313
SEKER;1.18854726793714;34652;0.990447881796145;3;FFFF00;34321
SEKER;1.22109239295729;34714;0.988851760096791;3;FFFF00;34327
SEKER;1.20088342074385;34592;0.992512719703978;3;FFFF00;34333
SEKER;1.20551466814384;34583;0.992886678425816;3;FFFF00;34337
SEKER;1.29667342515444;34645;0.991456198585654;3;FFFF00;34349
SEKER;1.36899199128546;34759;0.98938404442015;3;FFFF00;34390
SEKER;1.21598069185834;34730;0.990325367117766;3;FFFF00;34394
SEKER;1.22478651264131;34638;0.992984583405508;3;FFFF00;34395
SEKER;1.20343991989995;34776;0.989101679319071;3;FFFF00;34397
SEKER;1.23032916404965;34802;0.988736279524165;3;FFFF00;34410
SEKER;1.24845848140719;34677;0.99235804712057;3;FFFF00;34412
SEKER;1.14583778954049;34885;0.986641823133152;3;FFFF00;34419
SEKER;1.22867684329607;34762;0.990190437834417;3;FFFF00;34421
